index,ep_summary,air_date,ep_nums,ep_title,episode,season,year,MoveFromCity,MoveFromCountry,MoveToCity,MoveToCountry,NumBlanks,Origin,Destination,GeoCategory,loc_info_orig,loc_info_dest,latitude,longitude
1222,"Elena and Bill created their own advertising and design firm in Dallas, Texas. After 14 years of owning and running a stressful business they're finally ready to hand daily operations over to their son and work remotely in Morocco. Elena wants to live in the bustling medina quarter, but Bill wants a rooftop terrace with an ocean view.",11-Dec-18,S133E08,"Love and Patio in Essaouira, Morocco",8.0,133.0,2018.0,Dallas,United States,Essaouira,Morocco,0,"Dallas, United States","Essaouira, Morocco",All,"Dallas, Texas, United States","Essaouira, Marrakech-Safi, Morocco",32.7762719,-96.7968559
1223,"Adam and Katelyn are moving from Des Moines, Iowa, to Sydney, Australia, where she'll be a masters student at Western Sydney University. Adam has a job lined up and is looking forward to endless ocean and aquarium visits. But Adam's job and Katelyn's school are at opposite ends of the city, so their priorities are at odds, too.",9-May-19,S138E09,Choppy Seas in Sydney,9.0,138.0,2019.0,Des Moines,United States,Sydney,Australia,0,"Des Moines, United States","Sydney, Australia",All,"Des Moines, Iowa, United States","Sydney, New South Wales, Australia",41.5910323,-93.6046655
1228,"Three California sisters grew up with the dream of returning to Ireland, their ancestral homeland, to find the perfect getaway spot. One sister wants country, another sister wants city and all sisters want fun. Between enjoying Irish tea time and Irish pubs, these adult sisters have many lively discussions about what will be their future dream home.",12-Nov-15,S87E10,It's All Relative in Dublin,10.0,87.0,2015.0,California,United States,Dublin,Ireland,0,"California, United States","Dublin, Ireland",All,"California, United States","Dublin, Ireland",36.7014631,-118.755997
1231,"Fitness buffs Jeff and Carol are ready to leave freezing Pennsylvania winters behind for the tropical life in Playa Junquillal, Costa Rica. Jeff wants to be able to walk out the door and surf all day, but Carol is keeping their frigid stateside family in mind. Which will prevail, beachfront access or room for the whole gang?",21-Sep-17,S109E13,Pennsylvania Couple Seeks Healthy Living on the Beach in Costa Rica,13.0,109.0,2017.0,Pennsylvania,United States,Playa Junquillal,Costa Rica,0,"Pennsylvania, United States","Playa Junquillal, Costa Rica",All,"Pennsylvania, United States","Playa Junquillal, 51004, Costa Rica",40.9699889,-77.7278831
1232,"A San Francisco couple is thrilled when a job transfer takes them and their beloved poodles to Amsterdam. While city is extremely dog friendly, the housing market isn't as welcoming with steep stairs and a lack of outdoor space in virtually every home. Finding a place that works for the dogs might not work for their humans.",11-Sep-17,S110E03,A Doggie Dilemma in Amsterdam,3.0,110.0,2017.0,San Francisco,United States,Amsterdam,Netherlands,0,"San Francisco, United States","Amsterdam, Netherlands",All,"San Francisco, California, United States","Amsterdam, North Holland, Netherlands",37.7790262,-122.419906
1233,"An Amsterdam family looks to share their life of global citizenship with their daughter by moving o Dublin, Ireland. They're hoping to find a home in the more expensive and exclusive Southside, but they'll have to be careful and keep a close eye on their budget if they want this Irish house hunt to be a success.",9-Jul-18,S113E12,Southside Class in Dublin,12.0,113.0,2018.0,Amsterdam,Netherlands,Dublin,Ireland,0,"Amsterdam, Netherlands","Dublin, Ireland",All,"Amsterdam, North Holland, Netherlands","Dublin, Ireland",52.3730796,4.8924534
1236,"A woman leaves New York for Melbourne, Australia, and quickly falls for a local. Still in their honeymoon phase, they decide to move in together and kick off their home search with no issues. Things quickly change as he looks for a traditional home with a practical price tag and her modern and expensive tastes cause concern.",5-Sep-18,S123E05,Acting Quickly in Melbourne,5.0,123.0,2018.0,"New York, New York",United States,Melbourne,Australia,0,"New York, New York","Melbourne, Australia",All,"New York, New York, United States","Melbourne, Victoria, Australia",40.7127281,-74.0060152
1240,"Former fighter pilot Cab and Lisa started visiting Mexico's Baja Peninsula five years ago, attracted by the beaches, breathtaking wine country views and easy drive just an hour from San Diego. Now they're on the move, but a deeper dive into the region's real estate quickly reveals that the couple has differing ideas about the perfect home.",12-Nov-18,S130E08,"Flying Low Over Baja California, Mexico",8.0,130.0,2018.0,San Diego,United States,Baja California,Mexico,0,"San Diego, United States","Baja California, Mexico",All,"San Diego, California, United States","Baja California, Mexico",32.7174202,-117.1627728
1241,"A couple is trading their career-oriented lives in Nevada for culture-filled city lives in Krakow, Poland. While they want to live as close to the city's Old Town as possible, finding a home that checks all the boxes on their wish list -- including a parking space for their car -- proves difficult in the city center.",13-Aug-19,S135E10,New Possibilities in Krakow,10.0,135.0,2019.0,Nevada,United States,Krakow,Poland,0,"Nevada, United States","Krakow, Poland",All,"Nevada, United States","Krakow, Poland",39.5158825,-116.8537227
1242,"Yvette, Chad and their three kids are moving back to her hometown of Malaga, Spain, from Branson, Missouri. He's passionate about teaching scuba and the Southern coast of Spain is the perfect place to launch a new business. She wants to be close to the city and culture, but he wants a private pool in the suburbs.",9-Apr-19,S136E02,"Diving Deep in Malaga, Spain",2.0,136.0,2019.0,Branson,United States,Malaga,Spain,0,"Branson, United States","Malaga, Spain",All,"Branson, Missouri, United States","Málaga, Andalusia, Spain",36.6411357,-93.2175285
1243,"After having a rough year, a Texas man is taking a daring leap by selling his landlocked house and pursuing a singing career in Nice, France. His good friend and property expert has pulled off many French miracles in the past but getting her buddy to downsize into a fabulous-yet-affordable home could be her greatest challenge yet.",25-Mar-19,S139E08,"Finding a Voice in Nice, France",8.0,139.0,2019.0,Texas,United States,Nice,France,0,"Texas, United States","Nice, France",All,"Texas, United States","Nice, 06000;06100;06200;06300, Provence-Alpes-Côte d'Azur, France",31.2638905,-98.5456116
1244,"A Pittsburgh entrepreneur has saved all her coins with hopes of finding a beach house in Nassau, Bahamas. She's searching place that can partially pay for itself through rentals but if she wants to get it all in this dreamy locale, she may have to cough up more than her life savings and 1,000 bottles of champagne.",13-Jun-19,S141E12,"Poppin' Bottles, Bahamas-Style",12.0,141.0,2019.0,Pittsburgh,United States,Nassau,The Bahamas,0,"Pittsburgh, United States","Nassau, The Bahamas",All,"Pittsburgh, Pennsylvania, United States","Nassau, New Providence, The Bahamas",40.4416941,-79.9900861
1245,"Following a career opportunity, a couple puts down roots in Barcelona, Spain, after years of constant movement. Grant previously helped his husband, Claudio, learn English and adjust to life in the south Florida after he moved from his native Venezuela, but now the tables are turned as Grant needs to learn Spanish to fit in in Catalonia.",12-Aug-19,S142E01,Reversing Roles in Barcelona,1.0,142.0,2019.0,Miami,United States,Barcelona,Spain,0,"Miami, United States","Barcelona, Spain",All,"Miami, Florida, United States","Barcelona, 08001, Catalonia, Spain",25.7741728,-80.19362
1250,"Danny Ragan is a commercial helicopter pilot in Edmonton, Alberta, Canada who's looking for a place close to downtown. He wants a nice kitchen, plenty of room to entertain, very little maintenance and lots of style, all for under $400,000. Realtor Karen Stanko is on board to help Danny find the new home that he envisions.",9-Aug-09,S10E07,Landing in Edmonton,7.0,10.0,2009.0,Edmonton,Canada,Edmonton,Canada,0,"Edmonton, Canada","Edmonton, Canada",All,"Edmonton, Alberta, Canada","Edmonton, Alberta, Canada",53.5462055,-113.491241
1252,"A British expat who has worked as a costume designer in Hollywood for 40 years decides to spend her retirement in Ostuni, Italy, where she'll be closer to family. Once there, her search for a home comes down to a choice between extra space for visitors vs. being in the center of the city's social scene.",6-Jul-15,S82E01,"Ostuni Vista, Bobbie",1.0,82.0,2015.0,Los Angeles,United States,Ostuni,Italy,0,"Los Angeles, United States","Ostuni, Italy",All,"Los Angeles, California, United States","Ostuni, 72017, Puglia, Italy",34.0536909,-118.242766
1253,"A couple is ready to leave their stressful jobs in New Jersey to become first-time bed and breakfast owners in Merida, Mexico. With an all-in budget of $450,000, he wants to find something that's ready for guests immediately. However, she is willing to take on a renovation project that's better for them in the long run.",25-May-17,S106E07,"Renovate Debate in Merida, Mexico",7.0,106.0,2017.0,New Jersey,United States,Merida,Mexico,0,"New Jersey, United States","Merida, Mexico",All,"New Jersey, United States","Mérida, Yucatán, Mexico",40.0757384,-74.4041622
1255,"Scott, a New York pharmaceutical executive who rarely leaves the United States, has gotten a job promotion and a transfer to Berlin, Germany. Scott's visions sometimes exceed his wallet, so he's bringing his best friend along on the house hunt to be a voice of reason and make sure he doesn't get in over his head.",23-Aug-17,S108E09,From the Big Apple to Berlin,9.0,108.0,2017.0,"New York, New York",United States,Berlin,Germany,0,"New York, New York","Berlin, Germany",All,"New York, New York, United States","Berlin, Germany",40.7127281,-74.0060152
1258,"A Utah couple with a young baby decides to make the move to New Zealand after finding a career-boosting job in Timaru that promises a practical, family-focused lifestyle. Switching gears wasn't a hard decision at first, but with his taste for the finer things, sticking to the sensible path might be trickier than she had planned.",24-Oct-18,S131E05,"Something New in Timaru, New Zealand",5.0,131.0,2018.0,Utah,United States,Timaru,New Zealand,0,"Utah, United States","Timaru, New Zealand",All,"Utah, United States","Timaru, 7910, Canterbury, New Zealand",39.4225192,-111.714358
