index,ep_summary,air_date,ep_nums,ep_title,episode,season,year,MoveFromCity,MoveFromCountry,MoveToCity,MoveToCountry,NumBlanks,Origin,Destination,GeoCategory,lat_orig,lon_orig,lat_dest,lon_dest,distance_km,Skip,InputDataKey
228,"Hal Madrano is an American living in Hanoi. But not in one of those lavish ex-pat communities. He lives right downtown, in the belly of the beast. It's time for an upgrade. But should he go with a professional realtor who caters to expats? Or just do his own search with his Vietnamese friend Huong. He decides to do both. Huong will reach out to Vietnamese landlords directly, and his realtor, French expat Adrian, will use his conventional real estate listings to help find Hal's new bachelor pad. It's Hal's two pronged Vietnamese apartment search, as House Hunters hits Hanoi.",10-Dec-10,S19E07,The Real Apartment Scene in Hanoi Vietnam,7,19,2010,Hanoi,Vietnam,Hanoi,Vietnam,0,"Hanoi, Vietnam","Hanoi, Vietnam",All,21.0283207,105.8540217,21.0283207,105.8540217,0,Can get data,0
229,"News of Maria Dickson's second pregnancy was exciting enough. But even her husband Gavin couldn't foresee what came next. Now that Gavin has a new job in Ho Chi Minh City, Vietnam he's ready to go native. And Maria's willing to give it a go if their new home is safe for their growing family. Can they find their Zen in this feverish city? Find out when realtor Robert Johnston finds Gavin and Maria are real Vietnamese home in Ho Chi Minh City.",2-Dec-10,S19E08,Traditional Styled Homes in Ho Chi Minh City Vietnam,8,19,2010,,,Ho Chi Minh City,Vietnam,2,,"Ho Chi Minh City, Vietnam",All Destination,,,,,,Can not get data,0
230,"Making ends meet in San Francisco is a constant struggle for Edythe, Val and their baby Ari. Edythe thought the solution might lie in Val's own past. After telling her about his home country for years, Val can finally show Edythe what living in Iceland is all about. So like the Vikings before them, they're heading for the land of ice and fire. But will their big plan to find a renovated apartment with extra living space backfire? Find out, when House Hunters lands in Reykjavik, Iceland.",9-Dec-10,S19E09,Renovated Apartments in Reykjavik Iceland,9,19,2010,"San Francisco, California",United States,Reykjavik,Iceland,0,"San Francisco, California","Reykjavik, Iceland",All,37.7790262,-122.419906,64.145981,-21.9422367,6755.1,Can get data,0
231,"Jo and Ferris live on a farm in Brisbane, Australia. They both support an eco-friendly lifestyle and sustainable living. But now they're ready to make their farm life a little more exotic by moving to the Seychelles Islands. Jo Grew up on the islands and she even married Ferris there. They are about to start a family and want their children to grow up in a tech free, modest world. Jo wants a place right on the beach. Ferris wants to live in the mountains. Either way seclusion is key. Although their budget may seem big it doesn't go very far on this island. Fortunately real estate agent Marisa Bantele has a few unique homes in mind that may make this couple disregard their individual wants and agree on location. With a baby on the way will Jo and Ferris find their private, eco-friendly dream home? Find out when House Hunters International travels to the Seychelles Islands.",8-Dec-10,S19E10,Single Family Homes of the Seychelles Islands,10,19,2010,Brisbane,Australia,Seychelles Islands,Seychelles,0,"Brisbane, Australia","Seychelles Islands, Seychelles",All,-27.4689682,153.0234991,-5.74830965,53.30658264,10663.65,Can get data,0
232,"Michelle and Andy are two Americans living in Ireland but Irish winters may soon be a thing of the past. They run an online apartment source for visitors to Dubrovnik, Croatia and they plan to buy an apartment there in order to spend time closer to their clientele. Their customers expect luxury accommodation when staying in Dubrovnik, but Michelle and Andy need something a little more functional for their growing family. With the help of local native and real estate agent Adela Papac, can these pros accept a real Croatian home quirks and all? Find out when House Hunters travels to Dubrovnik, Croatia.",23-Dec-10,S19E11,Apartments in Dubrovnik Croatia,11,19,2010,,Ireland,Dubrovnik,Croatia,1,,"Dubrovnik, Croatia",Missing Origin City,,,,,,Can not get data,0
233,"Sharell was an accountant in Melbourne, Australia but her life changed forever when she met Pradeep. Pradeep is an India musician and a deejay and before long Sharell and Pradeep were married in a traditional Indian ceremony. They've traveled to many of the most exciting sites in India and now Sharell is pulling up stakes in Melbourne and moving back to Mumbai with Pradeep for good. Leaving isn't going to be easy and Sharell knows she's in for some major changes. And with help from real estate agent Nikita, it's time for these newly weds to find a home in this sprawling metropolis. When House Hunters takes a ride to Mumbai.",19-Dec-10,S19E12,House Hunting in the Mumbai Metropolis,12,19,2010,Melbourne,Australia,Mumbai,India,0,"Melbourne, Australia","Mumbai, India",All,-37.8142454,144.9631732,19.0785451,72.878176,9821.11,Can get data,0
234,"Britta and Paul are about to shake things up by trading laid back Southern California for Paul's native Austria. Paul's in the renewable energy field and needs further education to boost his career, so Britta's taking her chances with a job relocation so he can pursue his degree. They'll be laying down their modest savings on an apartment in Vienna, but Britta's got some big expectations. Can their Realtor Mario Moisi deliver on her wish list or will Britta and Paul's limited budget limit their dreams? Find out, as House Hunters ventures into Vienna.",2-Jan-11,S19E13,Vienna Apartments on a Budget,13,19,2011,California,United States,Vienna,Austria,0,"California, United States","Vienna, Austria",All,36.7014631,-118.755997,48.2083537,16.3725042,9580.85,Can get data,0
235,"Family comes first for Carolyn and Irene Hodes, two adventurous sisters from Illinois looking to reconnect with their heritage and settle down in metropolitan Tel Aviv. Carolyn, a writer, and Irene, an archeology student, want to pursue their dreams in a perfect apartment that will remain in the family for generations. Realtor Mati Bortnick helps the girls navigate the intricacies of Tel Aviv's housing market, but with pressure coming from Mom and fewer options than they anticipated, the sisters are finding the ""land of milk and honey"" to be far from sweet. Will they find their dream apartment, or will the obstacles prove too much to handle? Find out when House Hunters travels to Tel Aviv, Israel.",10-Oct-10,S20E01,"Dream Apartments in Tel Aviv, Israel",1,20,2010,Illinois,United States,Tel Aviv,Israel,0,"Illinois, United States","Tel Aviv, Israel",All,40.0796606,-89.4337288,32.0852997,34.7818064,10151.11,Can get data,0
236,"After keeping up a long-distance relationship for three years, Sarah and Carl Day married and moved to Sarah's home state of California, a far departure from Carl's native England. Ten years later, the couple has decided to give up the sun and surf to give England a try. Though Carl looks forward to reconnecting with his family, the drastic change in lifestyle is weighing on both of them. After selling their modern-style home in the US, the couple looks for a period property with lots of character and a garden, and enlists the help of realtor Brian Russell. But is the extreme change in lifestyle too much for the couple to deal with? Find out, as House Hunters heads across the pond to Buckinghamshire, England.",17-Oct-10,S20E02,"Period Properties in Buckinghamshire, England",2,20,2010,California,United States,Buckinghamshire,England,0,"California, United States","Buckinghamshire, England",All,36.7014631,-118.755997,51.7834994,-0.894644054,8478.13,Can get data,0
237,"Outdoors enthusiast Kate Cox fell in love with Amsterdam when she vacationed in the Netherlands two years ago. When a job offer in the city came up, Kate jumped at the chance to start her new career in Amsterdam, and now wants to buy her first home in the country. Realtor Charles Grayson is there to help Kate navigate Amsterdam's small housing market, but has his work cut out for him trying to find an apartment with the outdoor space for Kate's active lifestyle (and her two dogs!), all while sticking to a strict $400,000 budget. Will Kate find the right place to settle down, or will this adventure take a turn for the worse? Find out when House Hunters ventures to the heart of Amsterdam.",24-Oct-10,S20E03,Spacious Apartments in Amsterdam,3,20,2010,,,Amsterdam,Netherlands,2,,"Amsterdam, Netherlands",All Destination,,,52.3730796,4.8924534,,Can not get data,0
